,Price,Open,High,Low
2015-10-01,237.03050231933597,236.0039978027344,238.44500732421875,235.61599731445312
2015-10-02,237.5719985961914,237.26400756835935,238.5410003662109,236.60299682617188
2015-10-03,238.12950134277344,237.20199584960935,239.31500244140625,236.94400024414065
2015-10-04,238.4540023803711,238.531005859375,238.96800231933597,237.94000244140625
2015-10-05,238.70899963378903,238.14700317382807,240.38299560546875,237.03500366210935
2015-10-06,243.5354995727539,240.36399841308597,246.93499755859372,240.1360015869141
2015-10-07,244.63300323486328,246.1699981689453,246.68099975585935,242.5850067138672
2015-10-08,243.2150039672852,243.0749969482422,244.25100708007807,242.1790008544922
2015-10-09,243.17499542236328,242.4980010986328,244.22799682617188,242.1219940185547
2015-10-10,244.19650268554688,243.7400054931641,245.31900024414065,243.07400512695312
2015-10-11,245.69749450683597,244.74200439453125,247.2429962158203,244.1519927978516
2015-10-12,246.3164978027344,246.875,247.45399475097656,245.1790008544922
2015-10-13,246.99649810791016,245.1999969482422,250.23599243164065,243.7570037841797
2015-10-14,251.58899688720703,249.4929962158203,254.2749938964844,248.9029998779297
2015-10-15,254.0040054321289,252.10699462890625,255.9620056152344,252.04600524902344
2015-10-16,260.03050231933594,254.29600524902344,266.135009765625,253.92599487304688
2015-10-17,267.9725036621094,262.7470092773437,273.5780029296875,262.36700439453125
2015-10-18,266.2225036621094,270.9070129394531,271.6679992675781,260.7770080566406
2015-10-19,262.885498046875,261.8609924316406,264.82000732421875,260.95098876953125
2015-10-20,267.03099060058594,263.5719909667969,270.8349914550781,263.2269897460937
2015-10-21,267.3044891357422,269.3059997558594,270.7699890136719,263.8389892578125
2015-10-22,271.322509765625,266.4960021972656,276.510009765625,266.135009765625
2015-10-23,276.1134948730469,273.64898681640625,278.6839904785156,273.5429992675781
2015-10-24,279.10499572753906,276.5039978027344,281.7059936523437,276.5039978027344
2015-10-25,287.7519989013672,281.44500732421875,294.0589904785156,281.44500732421875
2015-10-26,282.9049987792969,283.62799072265625,285.29998779296875,280.510009765625
2015-10-27,290.6100006103516,285.1809997558594,296.2120056152344,285.00799560546875
2015-10-28,300.0169982910156,293.7030029296875,306.3309936523437,293.7030029296875
2015-10-29,309.9965057373047,304.3240051269531,318.1700134277344,301.822998046875
2015-10-30,324.05450439453125,313.9429931640625,334.16900634765625,313.94000244140625
